Country,Sector,Region,Sub-Region,ATC2,Corporation,Molecule List,Int-Product,NFC123,Int-Pack,Int-Strength,Int-Pack Size,Innovation Insights,Standard Units 2018-07,Standard Units 2019-07,Standard Units 2020-07,US$ MNF 2018-07,US$ MNF 2019-07,US$ MNF 2020-07,KG 2018-07,KG 2019-07,KG 2020-07
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,UNIMEDIC AB,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,13188.0,-336.0,-28.0,63388.0,-1417.0,-117.0,0.1404,-0.0036,-0.0003
SWEDEN,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,UNIMEDIC AB,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,5152.0,,-70.0,27122.0,,-318.0,0.054700000000000006,,-0.0007000000000000001
SWITZERLAND,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,,28.0,1064.0,,28.0,1006.0,,0.0001,0.002799999999999999
SWITZERLAND,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,28.0,84.0,98.0,32.0,89.0,106.0,0.0,0.0001,0.0003
SWITZERLAND,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,84.0,84.0,280.0,296.0,286.0,911.0,0.0009,0.0009,0.002999999999999999
SWITZERLAND,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,14.0,7.0,63.0,52.0,26.0,236.0,0.0001,0.0001,0.0006000000000000001
SWITZERLAND,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,840.0,3024.0,7224.0,820.0,2887.0,7053.0,0.0021,0.007999999999999998,0.0192
SWITZERLAND,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 7,2MG+500Y,7,INNOVATIVE BRANDED PRODUCTS,70.0,238.0,371.0,77.0,255.0,402.0,0.0002,0.0007,0.0009
SWITZERLAND,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,1148.0,2296.0,4200.0,4000.0,7863.0,14655.0,0.012299999999999998,0.0246,0.0448
SWITZERLAND,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 7,8MG+2MG,7,INNOVATIVE BRANDED PRODUCTS,,3290.0,700.0,,12228.0,2623.0,,0.034800000000000005,0.0074
TAIWAN,HOSPITAL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,ALVOGEN,BUPRENORPHINE!NALOXONE,DESUD PLUS,AAF SUBLING TABS,SUBL TAB 8MG+2.44MG 28,8MG+2.44MG,28,NON ORIGINAL BRANDED PRODUCTS,57008.0,57176.0,45024.0,266366.0,214723.0,154353.0,0.6319,0.6338,0.49909999999999993
TAIWAN,HOSPITAL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,RECKITT BENCKISER,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 12,2MG+500Y,12,INNOVATIVE BRANDED PRODUCTS,684.0,60.0,,1909.0,162.0,,0.0018,0.0002,
TAIWAN,HOSPITAL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,RECKITT BENCKISER,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,29512.0,38500.0,43008.0,39216.0,53261.0,60790.0,0.0785,0.1025,0.1144
TAIWAN,HOSPITAL,AAA,SOUTHEAST ASIA,N7 OTHER CNS DRUGS,RECKITT BENCKISER,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,26600.0,31640.0,35252.0,101955.0,117201.0,133501.0,0.2831,0.3366,0.37520000000000003
TURKEY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,LIBA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,97076.0,82376.0,55832.0,23667.0,15322.0,13389.0,0.2583,0.2191,0.1485
TURKEY,HOSPITAL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,LIBA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,69804.0,36988.0,39788.0,57756.0,24788.0,31446.0,0.7426999999999999,0.3938,0.42329999999999995
TURKEY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,LIBA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,2360232.0,2834048.0,2746576.0,478974.0,482422.0,503240.0,6.2781,7.538600000000001,7.305999999999998
TURKEY,RETAIL,EUROPE,EUROPE - OTHER,N7 OTHER CNS DRUGS,LIBA,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,1747368.0,1757196.0,2197832.0,1209271.0,1014335.0,1371702.0,18.592,18.6967,23.385099999999998
UK,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,ETHYPHARM,BUPRENORPHINE!NALOXONE,BUPRENOR/NALOX M+E,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,UNBRANDED PRODUCTS,,56.0,,,57.0,,,0.0001,
UK,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 28,16MG+4MG,28,INNOVATIVE BRANDED PRODUCTS,532.0,280.0,588.0,3343.0,1714.0,3569.0,0.011399999999999999,0.005999999999999999,0.0126
UK,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,10444.0,9044.0,7000.0,11129.0,9232.0,7024.0,0.0279,0.0241,0.0184
UK,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,8904.0,8204.0,6132.0,28574.0,25124.0,18506.0,0.0947,0.08750000000000001,0.06559999999999999
UK,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,LAB UNKNOWN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  L.U.,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,UNBRANDED PRODUCTS,,196.0,56.0,,206.0,57.0,,0.0006000000000000001,0.0002
UK,HOSPITAL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,LAB UNKNOWN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  L.U.,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,UNBRANDED PRODUCTS,,112.0,28.0,,385.0,96.0,,0.0012,0.0003
UK,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 16MG+4MG 28,16MG+4MG,28,INNOVATIVE BRANDED PRODUCTS,32200.0,78932.0,116256.0,205729.0,483654.0,699134.0,0.6854,1.6796000000000002,2.4738999999999995
UK,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,INNOVATIVE BRANDED PRODUCTS,1110844.0,974120.0,812224.0,1187280.0,996091.0,813309.0,2.9549000000000003,2.5914000000000006,2.1605
UK,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,INNOVATIVE BRANDED PRODUCTS,863296.0,722120.0,630588.0,2767199.0,2214600.0,1894115.0,9.185599999999999,7.683499999999999,6.7095
UK,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,LAB UNKNOWN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  L.U.,AAF SUBLING TABS,SUBL TAB 2MG+500Y 28,2MG+500Y,28,UNBRANDED PRODUCTS,,23744.0,53900.0,,24217.0,54391.0,,0.063,0.1435
UK,RETAIL,EUROPE,EUROPE - KEY 5,N7 OTHER CNS DRUGS,LAB UNKNOWN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  L.U.,AAF SUBLING TABS,SUBL TAB 8MG+2MG 28,8MG+2MG,28,UNBRANDED PRODUCTS,,12068.0,28560.0,,36957.0,86233.0,,0.1285,0.3039
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AKORN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AKRN,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,80370.0,84330.0,91020.0,112304.0,125546.0,145107.0,0.2137,0.22429999999999997,0.24209999999999998
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AKORN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AKRN,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,335430.0,632370.0,399960.0,628908.0,1016735.0,817539.0,3.5687999999999995,6.728400000000001,4.2557
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,ALVOGEN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  ALVO,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,527250.0,3180690.0,,2733482.0,13055426.0,,5.61,33.8425
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AMNEAL PHARM,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AMNE,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,486810.0,332730.0,367200.0,1002922.0,461665.0,340139.0,1.2948999999999997,0.8850999999999999,0.9766999999999999
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AMNEAL PHARM,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AMNE,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,1318980.0,1208280.0,1359180.0,4156172.0,1485387.0,1119958.0,14.033999999999999,12.8562,14.4617
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AV KARE,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AVKA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,2040.0,540.0,,9077.0,2386.0,,0.0055,0.0014,
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AV KARE,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AVKA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,2790.0,,,23448.0,,,0.0298,,
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AVPAK,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AVPA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 50,2MG+500Y,50,UNBRANDED PRODUCTS,197650.0,297000.0,339600.0,524138.0,793013.0,979683.0,0.5256000000000001,0.7899,0.9033
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,AVPAK,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  AVPA,AAF SUBLING TABS,SUBL TAB 8MG+2MG 50,8MG+2MG,50,UNBRANDED PRODUCTS,204250.0,298950.0,398550.0,756280.0,1050042.0,1442418.0,2.1731000000000003,3.1808,4.2405
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,BIODELIVERY SCI,BUPRENORPHINE!NALOXONE,BUNAVAIL,ADY OTH SPEC FRMS,OTH SPC FORM 2.1MG+300Y 30,2.1MG+300Y,30,NON ORIGINAL BRANDED PRODUCTS,6030.0,6570.0,5460.0,40799.0,43744.0,40199.0,0.0156,0.016799999999999995,0.014100000000000001
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,BIODELIVERY SCI,BUPRENORPHINE!NALOXONE,BUNAVAIL,ADY OTH SPEC FRMS,OTH SPC FORM 4.2MG+700Y 30,4.2MG+700Y,30,NON ORIGINAL BRANDED PRODUCTS,100530.0,73950.0,30300.0,659902.0,503681.0,210791.0,0.5264,0.3871,0.1587
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,BIODELIVERY SCI,BUPRENORPHINE!NALOXONE,BUNAVAIL,ADY OTH SPEC FRMS,OTH SPC FORM 6.3MG+1MG 30,6.3MG+1MG,30,NON ORIGINAL BRANDED PRODUCTS,12990.0,12180.0,6570.0,187892.0,170851.0,97234.0,0.1015,0.0951,0.05130000000000001
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 12MG+3MG 30,12MG+3MG,30,UNBRANDED PRODUCTS,,21570.0,153270.0,,171269.0,1276170.0,,0.3442,2.4461
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,87540.0,515250.0,,200938.0,1188166.0,,0.2329,1.3707000000000003
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 4MG+1MG 30,4MG+1MG,30,UNBRANDED PRODUCTS,,57540.0,372480.0,,246285.0,1548383.0,,0.3061,1.9816999999999998
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,DR REDDYS LAB,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  DRRD,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,124500.0,487830.0,1698900.0,733163.0,2247365.0,6488078.0,1.3247,5.190399999999999,18.076400000000003
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,GSMS INC.,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  GSMS,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,1140.0,1530.0,3270.0,727.0,987.0,2199.0,0.003,0.0041,0.0087
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,GSMS INC.,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  GSMS,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,1710.0,5160.0,5040.0,2056.0,6051.0,6179.0,0.0184,0.055,0.053599999999999995
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,HIKMA PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  HIKM,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,473850.0,812970.0,1015200.0,768664.0,1157851.0,1209085.0,1.2605000000000002,2.1625,2.7003000000000004
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,HIKMA PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  HIKM,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,2564010.0,3719910.0,3894780.0,5462503.0,7537777.0,5551665.0,27.281,39.579800000000006,41.440400000000004
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,ADY OTH SPEC FRMS,OTH SPC FORM 12MG+3MG 30,12MG+3MG,30,INNOVATIVE BRANDED PRODUCTS,963480.0,1100610.0,961980.0,13413230.0,15288340.0,12136563.0,15.377299999999996,17.5656,15.3533
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 30,2MG+500Y,30,INNOVATIVE BRANDED PRODUCTS,2542860.0,2381790.0,1346610.0,9733219.0,9164313.0,4826226.0,6.7641,6.3355,3.582
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,ADY OTH SPEC FRMS,OTH SPC FORM 4MG+1MG 30,4MG+1MG,30,INNOVATIVE BRANDED PRODUCTS,1180110.0,1303710.0,820560.0,8341321.0,9280451.0,4937378.0,6.278300000000001,6.9357,4.3655
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,INDIVIOR,BUPRENORPHINE!NALOXONE,SUBOXONE,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,INNOVATIVE BRANDED PRODUCTS,14026080.0,14134200.0,10159290.0,93089526.0,93621437.0,57440613.0,149.2375,150.3879,108.0949
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,LANNETT,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  LNET,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,80520.0,119640.0,,125638.0,169125.0,,0.2145,0.3183
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,LANNETT,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  LNET,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,382020.0,865800.0,,722416.0,1425676.0,,4.064799999999999,9.2122
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MALLINCKRODT,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MALN,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,23970.0,43500.0,,16880.0,31189.0,,0.0638,0.11560000000000001
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MALLINCKRODT,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MALN,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,39270.0,199350.0,322740.0,121372.0,467451.0,494953.0,0.4179,2.1211,3.4339000000000004
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,ADY OTH SPEC FRMS,OTH SPC FORM 12MG+3MG 30,12MG+3MG,30,UNBRANDED PRODUCTS,,9570.0,159600.0,,72751.0,1159726.0,,0.1529,2.547
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,,13140.0,,,25576.0,,,0.034999999999999996
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,ADY OTH SPEC FRMS,OTH SPC FORM 4MG+1MG 30,4MG+1MG,30,UNBRANDED PRODUCTS,,,13830.0,,,52989.0,,,0.0736
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,MYLAN,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  MYLA,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,110430.0,705960.0,,453613.0,2456279.0,,1.1748999999999998,7.511600000000001
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 12MG+3MG 30,12MG+3MG,30,UNBRANDED PRODUCTS,,123690.0,211980.0,,610440.0,884721.0,,1.974,3.3833
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,,324720.0,521160.0,,704580.0,1002198.0,,3.4550999999999994,5.5451999999999995
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 4MG+1MG 30,4MG+1MG,30,UNBRANDED PRODUCTS,,217500.0,395940.0,,662304.0,989628.0,,1.1571,2.1064000000000003
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,NOVARTIS,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  NOVT,ADY OTH SPEC FRMS,OTH SPC FORM 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,,1720770.0,3095760.0,,4608547.0,8088252.0,,18.308999999999997,32.938900000000004
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 1.4MG+360Y 30,1.4MG+360Y,30,INNOVATIVE BRANDED PRODUCTS,195600.0,150990.0,102900.0,599042.0,509083.0,347966.0,0.3663,0.2828,0.19269999999999998
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 11.4MG+2.9MG 30,11.4MG+2.9MG,30,INNOVATIVE BRANDED PRODUCTS,57030.0,100260.0,94290.0,856766.0,1535693.0,1462290.0,0.8674,1.5249000000000001,1.4341
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 2.9MG+710Y 30,2.9MG+710Y,30,INNOVATIVE BRANDED PRODUCTS,126630.0,118230.0,97200.0,823714.0,854035.0,692714.0,0.4866,0.45409999999999995,0.37329999999999997
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 5.7MG+1.4MG 30,5.7MG+1.4MG,30,INNOVATIVE BRANDED PRODUCTS,797310.0,737850.0,536070.0,5200439.0,5129407.0,3766461.0,6.0245999999999995,5.575100000000001,4.0507
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 700Y+180Y 30,700Y+180Y,30,INNOVATIVE BRANDED PRODUCTS,8610.0,11910.0,13920.0,32983.0,47226.0,56297.0,0.008,0.011200000000000002,0.013000000000000001
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,OREXO,BUPRENORPHINE!NALOXONE,ZUBSOLV,AAF SUBLING TABS,SUBL TAB 8.6MG+2.1MG 30,8.6MG+2.1MG,30,INNOVATIVE BRANDED PRODUCTS,192990.0,202800.0,162300.0,2110774.0,2169178.0,1799516.0,2.1976999999999998,2.3093999999999997,1.8483
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,SUN PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  SUNP,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,10440.0,99240.0,129480.0,26678.0,211608.0,128277.0,0.0277,0.26389999999999997,0.3443
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,SUN PHARMA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  SUNP,AAF SUBLING TABS,SUBL TAB 8MG+2MG 30,8MG+2MG,30,UNBRANDED PRODUCTS,35880.0,168810.0,480540.0,157934.0,507090.0,569072.0,0.38170000000000004,1.7962,5.1129
US,HOSPITAL,N AMERICA,NORTH AMERICA,N7 OTHER CNS DRUGS,TEVA,BUPRENORPHINE!NALOXONE,BUPREN/NALOX  TEVA,AAF SUBLING TABS,SUBL TAB 2MG+500Y 30,2MG+500Y,30,UNBRANDED PRODUCTS,64260.0,29310.0,9540.0,103217.0,52478.0,28755.0,0.1709,0.0779,0.025500000000000002
